Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,Viber 1,Viber 2,Telegram 1,Telegram 2,YouTube,Широта,Долгота,2GIS URL,Тип
Beerman&Пицца,ресторан,Рестораны; Доставка еды,"площадь Карла Маркса, 7",1 этаж,630048,,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-24:00; Вт: 09:00-24:00; Ср: 09:00-24:00; Чт: 09:00-24:00; Пт: 09:00-24:00; Сб: 09:00-24:00; Вс: 09:00-24:00,+07:00,4.7,1577,83833757320 (ресторан),,info@beerman.ru,,http://didelivery.ru,,,,https://wa.me/79231005978,,,,,,,54.980155,82.89704,https://2gis.com/firm/141265770910560,branch
BellaMia,кафе-пиццерия,Пиццерии; Доставка еды; Кафе; Кофейни,"Вокзальная магистраль, 10/1",,630004,,Железнодорожный район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+07:00,4.9,115,89537921866,,bella54mia@gmail.com,,http://bellamia54.ru/,,,https://vk.com/bellamiansk,https://wa.me/79537921866,,,,https://t.me/+79537921866,https://t.me/bellamia54,,55.032758,82.908602,https://2gis.com/firm/70000001097326254,branch
Belyash,точка быстрого питания,Быстрое питание,"площадь Карла Маркса, 6/1",3 этаж,630048,,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-22:00,+07:00,4.3,12,89059554555,,,,,,,,https://wa.me/79059554555,,,,,,,54.980051,82.895641,https://2gis.com/firm/70000001101149008,branch
Belyash,точка быстрого питания,Быстрое питание,"Рассветная улица, 11",,630129,Снегири ж/м,Калининский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 08:00-21:00,+07:00,3.9,14,89059554555,,,,,,,,https://wa.me/79059554555,,,,,,,55.10909,82.972478,https://2gis.com/firm/70000001100210713,branch
Belyash,точка быстрого питания,Быстрое питание,"Красный проспект, 317",,630061,,Калининский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 08:00-21:00,+07:00,4.1,49,89059554555,,,,,,,,https://wa.me/79059554555,,,,,,,55.111258,82.929241,https://2gis.com/firm/70000001097583599,branch
Belyash,точка быстрого питания,Быстрое питание,"Широкая улица, 33",,630108,Троллейный ж/м,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 08:00-21:00,+07:00,4.1,20,89059554555,,,,,,,,https://wa.me/79059554555,,,,,,,54.993673,82.850665,https://2gis.com/firm/70000001096095925,branch
Belyash,точка быстрого питания,Быстрое питание,"Александра Чистякова, 12",,630023,Южно-Чемской м-н,Кировский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 08:00-21:00,+07:00,3.7,45,89059554555,,,,,,,,https://wa.me/79059554555,,,,,,,54.942574,82.966181,https://2gis.com/firm/70000001095575729,branch
Belyash,точка быстрого питания,Быстрое питание,"Гусинобродское шоссе, 37/4",,630010,,Дзержинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 08:00-21:00,+07:00,3.4,58,89059554555,,,,,,,,https://wa.me/79059554555,,,,,,,55.0411,83.025395,https://2gis.com/firm/70000001093739953,branch
Belyash,точка быстрого питания,Быстрое питание,"улица Мясниковой, 27",,630061,,Калининский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 08:00-21:00,+07:00,3.9,103,89059554555,,,,,,,,https://wa.me/79059554555,,,,,,,55.105963,82.937352,https://2gis.com/firm/70000001080764729,branch
Belyash,точка быстрого питания,Быстрое питание,"улица 9 Гвардейской Дивизии, 26 к2",,630045,Юго-Западный ж/м,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 07:00-21:00; Вт: 07:00-21:00; Ср: 07:00-21:00; Чт: 07:00-21:00; Пт: 07:00-21:00; Сб: 07:00-21:00; Вс: 07:00-21:00,+07:00,3.0,69,89059554555,,,,,,,,https://wa.me/79059554555,,,,,,,54.969946,82.843832,https://2gis.com/firm/70000001078981013,branch
Belyash,точка быстрого питания,Быстрое питание,"улица Дуси Ковальчук, 179/2 к1",,630049,,Заельцовский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 06:30-21:00; Вт: 06:30-21:00; Ср: 06:30-21:00; Чт: 06:30-21:00; Пт: 06:30-21:00; Сб: 06:30-21:00; Вс: 06:30-21:00,+07:00,3.1,57,89059554555,,,,,,,,https://wa.me/79059554555,,,,,,,55.060667,82.912655,https://2gis.com/firm/70000001075033108,branch
Belyash,точка быстрого питания,Быстрое питание,"8-й Порт-Артурский переулок, 76",1 этаж,630121,,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 08:00-21:00,+07:00,3.5,69,89059554555,,,,,,,,https://wa.me/79059554555,,,,,,,54.983885,82.793877,https://2gis.com/firm/70000001068490923,branch
Belyash,точка быстрого питания,Быстрое питание,"Пролетарская улица, 271в/1",,630114,Ключ-Камышенское плато м-н,Октябрьский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 08:00-21:30; Вт: 08:00-21:30; Ср: 08:00-21:30; Чт: 08:00-21:30; Пт: 08:00-21:30; Сб: 08:00-21:30; Вс: 08:00-21:30,+07:00,3.2,58,89059554555,,,,,,,,https://wa.me/79059554555,,,,,,,54.989188,83.039387,https://2gis.com/firm/70000001063784104,branch
Belyash,точка быстрого питания,Быстрое питание,"Большевистская улица, 45/1",1 этаж,630009,,Октябрьский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 07:30-22:00; Вт: 07:30-22:00; Ср: 07:30-22:00; Чт: 07:30-22:00; Пт: 07:30-22:00; Сб: 07:30-22:00; Вс: 07:30-22:00,+07:00,3.0,208,89059554555,,,,,,,,https://wa.me/79059554555,,,,,,,55.007339,82.937532,https://2gis.com/firm/70000001057013452,branch
Belyash,точка быстрого питания,Быстрое питание,"Дмитрия Шамшурина, 43/1 к1",,630004,,Железнодорожный район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+07:00,2.6,80,89059554555,,,,,,,,https://wa.me/79059554555,,,,,,,55.035399,82.898205,https://2gis.com/firm/70000001035914191,branch
Ben Thanh,вьетнамское кафе,Кафе,"проспект Карла Маркса, 5",,630073,Башня ж/м,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+07:00,4.9,92,89965444669,,,,,,,,,,,,,,,54.9844,82.897883,https://2gis.com/firm/70000001099241075,branch
Berry bakery,пекарня-пиццерия,Пиццерии; Кондитерские изделия; Быстрое питание; Хлебобулочные изделия; Доставка еды,"Обская 2-я, 19",,630083,,Октябрьский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:30-21:30; Вт: 09:30-21:30; Ср: 09:30-21:30; Чт: 09:30-21:30; Пт: 09:30-21:30; Сб: 09:30-21:30; Вс: 09:30-21:30,+07:00,4.7,248,89231831101,,berrybakery@mail.ru,,http://berrybakery.ru,,,https://vk.com/myberrybakery,https://wa.me/79231831101,,,,https://t.me/berrybakery,,,54.997657,82.956769,https://2gis.com/firm/70000001060559895,branch
Berry bakery,пекарня-пиццерия,Пиццерии; Кондитерские изделия; Быстрое питание; Хлебобулочные изделия; Доставка еды,"улица Немировича-Данченко, 146/3",1 этаж; домофон 5*01,630087,,Кировский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:30-21:30; Вт: 09:30-21:30; Ср: 09:30-21:30; Чт: 09:30-21:30; Пт: 09:30-21:30; Сб: 09:30-21:30; Вс: 09:30-21:30,+07:00,4.6,125,89231368750,,berrybakery@mail.ru,,http://berrybakery.ru,,,https://vk.com/myberrybakery,https://wa.me/79231368750,,,,https://t.me/berrybakery,,,54.990764,82.915652,https://2gis.com/firm/70000001036961267,branch
Berry Waffels,г. Новосибирск,Быстрое питание; Безалкогольные напитки,"Софийская улица, 15 киоск",,630056,ОбьГЭС м-н,Советский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+07:00,3.6,13,89529163746,,,,,,,,https://wa.me/79529163746,,,,,,,54.847979,82.966441,https://2gis.com/firm/70000001090267551,branch
Berry Waffels,киоск по продаже гонконгских вафель,Быстрое питание,,,630056,ОбьГЭС м-н,Советский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+07:00,1.3,4,,,,,,,,,,,,,,,,54.841766,82.957364,https://2gis.com/firm/70000001090262903,branch
Bierhof,ресторанный комплекс,Рестораны; Бары; Банкетные залы,"улица Восход, 24",,630102,Восход ж/м,Октябрьский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-01:00; Сб: 12:00-01:00; Вс: 12:00-24:00,+07:00,4.9,1723,83832666564,89137142424,bierhof24@mail.ru,,info2gis.tilda.ws/proxy18?target=http://bierhof.ru/&back=https://2gis.ru/novosibirsk/firm/141265769428234&mode=0,info2gis.tilda.ws/proxy18?target=https://t.me/bierhofru&back=https://2gis.ru/novosibirsk/firm/141265769428234&mode=0,,,https://wa.me/79137142424,,,,,,,55.01298,82.942699,https://2gis.com/firm/141265769428234,branch
Big blin,блинная,Быстрое питание; Доставка еды,"улица Мичурина, 12",,630091,,Центральный район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+07:00,5.0,7,,,,,http://www.big-blin.ru,,,,,,,,https://t.me/+79930080725,,,55.041649,82.923392,https://2gis.com/firm/70000001096091582,branch
Big doner+,кафе быстрого питания,Быстрое питание; Доставка еды,"Красный проспект, 161 к1",сразу за Подземкой и Пеку-пеку,630049,,Заельцовский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+07:00,4.4,353,89231777531,,,,,,,,https://wa.me/79231777531,,,,,,,55.061883,82.911278,https://2gis.com/firm/70000001060544976,branch
Bildy,мясобар,Быстрое питание,"улица Фрунзе, 238",1 этаж,630112,,Октябрьский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+07:00,4.6,43,89130095343,,,,,,,,https://wa.me/79130095343,,,,https://t.me/+79130095343,,,55.039216,82.960007,https://2gis.com/firm/70000001099306038,branch
